Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	Biological Process	Cellular Component	Molecular Function	Pfam IDs	Entrez Gene ID	Ensembl Gene ID	Gene Symbol	Gene ID	WikiPathways	Reactome Pathways	# Protein Pathway Groups	# Razor Peptides	Abundances (Scaled): F12: Sample, A1	Abundances (Scaled): F8: Sample, A2	Abundances (Scaled): F4: Sample, A3	Abundances (Scaled): F11: Sample, B1	Abundances (Scaled): F7: Sample, B2	Abundances (Scaled): F3: Sample, B3	Abundances (Scaled): F10: Sample, C1	Abundances (Scaled): F6: Sample, C2	Abundances (Scaled): F2: Sample, C3	Abundances (Scaled): F9: Sample, D1	Abundances (Scaled): F5: Sample, D2	Abundances (Scaled): F1: Sample, D3	Abundances (Normalized): F12: Sample, A1	Abundances (Normalized): F8: Sample, A2	Abundances (Normalized): F4: Sample, A3	Abundances (Normalized): F11: Sample, B1	Abundances (Normalized): F7: Sample, B2	Abundances (Normalized): F3: Sample, B3	Abundances (Normalized): F10: Sample, C1	Abundances (Normalized): F6: Sample, C2	Abundances (Normalized): F2: Sample, C3	Abundances (Normalized): F9: Sample, D1	Abundances (Normalized): F5: Sample, D2	Abundances (Normalized): F1: Sample, D3	Abundance: F12: Sample, A1	Abundance: F8: Sample, A2	Abundance: F4: Sample, A3	Abundance: F11: Sample, B1	Abundance: F7: Sample, B2	Abundance: F3: Sample, B3	Abundance: F10: Sample, C1	Abundance: F6: Sample, C2	Abundance: F2: Sample, C3	Abundance: F9: Sample, D1	Abundance: F5: Sample, D2	Abundance: F1: Sample, D3	Found in Sample: [S12] F12: Sample, A1	Found in Sample: [S8] F8: Sample, A2	Found in Sample: [S4] F4: Sample, A3	Found in Sample: [S11] F11: Sample, B1	Found in Sample: [S7] F7: Sample, B2	Found in Sample: [S3] F3: Sample, B3	Found in Sample: [S10] F10: Sample, C1	Found in Sample: [S6] F6: Sample, C2	Found in Sample: [S2] F2: Sample, C3	Found in Sample: [S9] F9: Sample, D1	Found in Sample: [S5] F5: Sample, D2	Found in Sample: [S1] F1: Sample, D3	# Protein Groups	Modifications
FALSE	High	Master Protein	P14314	Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2	0	44.743	24	8	44	8	528	59.4	4.41	94.95	8				Pf12999, Pf13015, Pf13202	5589	ENSG00000130175	PRKCSH	"A8K318; hsa:5589; P14314; Q96BU9; Q96D06; Q9P0W9"		"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; Advanced glycosylation endproduct receptor signaling; Maturation of spike protein; Calnexin/calreticulin cycle; Maturation of spike protein"	7	0	175.6	167.1	166	106.6	119.1	111.4	70.4	59.5	67.8	45.3	45	66.3	17084927.45	16252530.23	16145033.47	10374049.48	11587119.2	10832661.64	6845112.68	5788959.514	6594258.774	4404818.356	4373514.137	6452222.501	11142391.77	12720941.91	11239744.22	8329786.617	9367152.906	9696475.07	6845112.68	4800068.508	5579010.941	3927556.658	3808442.621	6368956.734	High	High	High	High	High	High	High	High	High	High	High	Peak Found	1	
FALSE	High	Master Protein	A0A0H2XKD9	Sensor protein SrrB OS=Staphylococcus aureus (strain USA300) OX=367830 GN=srrB PE=4 SV=1	0	44.733	19	9	43	9	588	66.7	6.1	52.47	9				Pf00512, Pf00672, Pf02518, Pf18698		SAUSA300_1441	srrB	"A0A0H2XKD9; saa:SAUSA300_1441"			0	0	79.8	76	77	91.3	85.6	98.3	115.8	102.6	122.1	104.2	122.2	125.1	3320086.122	3162716.225	3202475.659	3799396.652	3562313.353	4087839.543	4818019.32	4268282.213	5077746.909	4335419.23	5082158.14	5203662.079	2165282.844	2475474.82	2229478.641	3050704.883	2879812.773	3659085.414	4818019.32	3539158.805	4295980.266	3865676.922	4425527.633	5136508.953	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	A0A0H2XI39	Uncharacterized protein OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_2144 PE=4 SV=1	0	44.724	35	8	81	8	182	21.1	9.57	133.75	8						SAUSA300_2144		"A0A0H2XI39; saa:SAUSA300_2144"			0	0	70.6	69.3	64.7	79	81.5	78.3	134.6	119.4	126.1	126.8	120.1	129.6	13465458.14	13219242.25	12346194.32	15061420.88	15551831.25	14943584.33	25664752.25	22766353.47	24062227.72	24178606.89	22907884.15	24725168.56	8781858.188	10346771.26	8595093.125	12093486	12572269.16	13376222.55	25664752.25	18877322.61	20357622.64	21558856.88	19948114.86	24406090.89	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	A0A0H2XEV3	Type VII secretion system protein EssC OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_0283 PE=1 SV=1	0	44.714	10	11	59	11	1479	170.8	5.41	66.27	11				Pf01580, Pf12538		SAUSA300_0283		"A0A0H2XEV3; saa:SAUSA300_0283"			0	0	74.9	69.9	70.9	88.5	88.6	99.3	116.5	110.9	119.7	116.3	117.9	126.7	2686855.258	2507282.764	2542859.942	3174855.968	3176137.728	3561340.226	4176823.602	3978569.738	4293410.375	4169664.693	4227908.068	4545179.962	1752304.422	1962463.563	1770271.668	2549233.336	2567624.207	3187808.117	4176823.602	3298936.063	3632399.68	3717881.875	3681649.305	4486524.531	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P10253	Lysosomal alpha-glucosidase OS=Homo sapiens OX=9606 GN=GAA PE=1 SV=4	0	44.689	13	8	35	8	952	105.3	6	39.06	8				Pf00088, Pf01055, Pf13802, Pf16863	2548	ENSG00000171298	GAA	"hsa:2548; P10253; Q09GN4; Q14351; Q16302; Q8IWE7"		"Neutrophil degranulation; Glycogen breakdown (glycogenolysis); Glycogen storage disease type II (GAA)"	3	0	177.2	208.7	221.3	120.2	106.3	122.8	52	56.8	55.2	31.3	28.7	19.4	2279643.106	2684090.185	2846070.019	1545957.796	1366716.851	1579145.76	669152.9844	731138.4116	709833.6299	403043.1306	369228.6841	250136.0264	1486730.141	2100851.672	1981358.484	1241318.406	1104868.734	1413516.641	669152.9844	606242.7031	600548.1016	359373.4414	321523.1992	246908.0273	High	High	High	High	High	High	High	High	High	High	High	Peak Found	1	
FALSE	High	Master Protein	A0A0H2XGC3	Hypoxanthine phosphoribosyltransferase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=hpt PE=3 SV=1	0	44.655	49	11	101	11	183	20.6	5.19	128.48	11				Pf00156		SAUSA300_0488	hpt	"A0A0H2XGC3; saa:SAUSA300_0488"			0	0	76	69.4	75.8	92.9	92.1	97.6	115.5	113.9	115.3	105.4	120.3	125.8	21883502.33	19996527.8	21850596.43	26758303.77	26534233.19	28116967.81	33269830.48	32825508.63	33210870.25	30377433.97	34666027.27	36243421.1	14271910.55	15651388.73	15211805.87	21485434.52	21450562.06	25167912.22	33269830.48	27218136.49	28097746.06	27086041.56	30187069.63	35775700.68	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	A0A0H2XEA1	Lipoprotein OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_0798 PE=3 SV=1	0	44.604	42	10	90	10	273	30.3	8.94	90.33	10				Pf03180		SAUSA300_0798		"A0A0H2XEA1; saa:SAUSA300_0798"			0	0	75.4	74.7	75.2	93.2	90.4	98.4	113.1	111	115.8	114	118.4	120.5	9848502.47	9761619.061	9822239.565	12169469.9	11801127.45	12854070.86	14769204	14492453.6	15125296.61	14890575.26	15466313.47	15736116.68	6422963.938	7640471.188	6837982.75	9771409.688	9540159.5	11505868.25	14769204	12016800.25	12796615.69	13277182.69	13468018.06	15533042.5	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q2FJ77	Serine-aspartate repeat-containing protein E OS=Staphylococcus aureus (strain USA300) OX=367830 GN=sdrE PE=3 SV=1	0	44.568	12	11	75	8	1154	125.2	4.49	60.3	11				Pf00746, Pf04650, Pf10425, Pf17210, Pf17961		SAUSA300_0548	sdrE	"Q2FJ77; saa:SAUSA300_0548"			0	0	69.7	75.6	78.2	94.5	87.2	99.2	108.1	115.5	111.9	119.3	118.1	122.8	3484831.143	3780816.671	3909564.372	4726154.273	4362542.117	4962431.377	5406882.023	5777571.491	5595648.261	5970182.234	5907868.909	6145289.824	2272725.709	2959265.329	2721735.055	3794839.875	3526726.391	4441945.453	5406882.023	4790625.828	4734145.859	5323313.492	5144554.023	6065985.016	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	A0A0H2XEF1	2-oxoisovalerate dehydrogenase, E1 component, beta subunit OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_1465 PE=4 SV=1	0	44.555	40	8	82	8	327	36	4.89	59.82	8				Pf02779, Pf02780		SAUSA300_1465		"A0A0H2XEF1; saa:SAUSA300_1465"			0	0	69.7	71.5	71.6	96.6	89.7	97.3	114.1	105.6	117.4	120.1	118.8	127.5	11088855.04	11372125.73	11382018.92	15364163.46	14273339.38	15468132.5	18153329.05	16802341.19	18674234.43	19108062.26	18889761.68	20269986.99	7231892.998	8901023.328	7923859.781	12336571.51	11538722.45	13845753.34	18153329.05	13932104.48	15799161.33	17037705.32	16449146.21	20008403.33	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q99623	Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2	0	44.545	39	11	85	11	299	33.3	9.83	94.14	11				Pf01145	11331	ENSG00000215021	PHB2	"B4DP75; hsa:11331; Q2YDA4; Q7KYU3; Q92978; Q99623"		Processing of SMDT1	1	0	212.5	190.4	206.7	113.9	130.7	129.4	50	42.7	50.8	25.3	23	24.4	23176302.13	20772185.49	22552460.01	12429680.46	14254379.23	14117793.44	5455493.609	4662363.117	5545003.171	2762965.002	2507713.597	2662631.686	15115044.47	16258500.13	15700424.69	9980344.336	11523394.86	12637044.95	5455493.609	3865921.383	4691298.055	2463597.977	2183709.266	2628270.492	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P14923	Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3	0	44.495	19	13	54	12	745	81.7	6.14	49.11	13				Pf00514	3728	ENSG00000173801	JUP	"hsa:3728; P14923; Q15093; Q15151; Q7L3S5; Q86W21; Q9BWC4; Q9HCX9"	"Arrhythmogenic right ventricular cardiomyopathy; Corticotropin-releasing hormone signaling pathway; Ectoderm differentiation; Ectoderm differentiation; Epithelial to mesenchymal transition in colorectal cancer; Opioid receptor pathways"	"Neutrophil degranulation; RHOC GTPase cycle; Formation of the cornified envelope; RHOA GTPase cycle; CDC42 GTPase cycle; RHOQ GTPase cycle; RHOB GTPase cycle; RHOJ GTPase cycle; VEGFR2 mediated vascular permeability; Adherens junctions interactions; Regulation of CDH11 function; Regulation of CDH19 Expression and Function; CDH11 homotypic and heterotypic interactions; RHOH GTPase cycle"	21	1	205.6	193.8	194.5	126.6	130.1	124.3	48.1	50.4	48.3	26.7	25.2	26.3	9570393.161	9019047.252	9053484.217	5891599.741	6055893.102	5786592.46	2236745.211	2345987.276	2249946.926	1240488.767	1174933.748	1226127.808	6241587.523	7059256.281	6302795.66	4730627.977	4895649.703	5179664.184	2236745.211	1945237.242	1903546.547	1106081.914	1023128.684	1210304.66	High	High	High	High	High	High	High	High	High	High	High	Peak Found	1	
FALSE	High	Master Protein	Q15393	Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4	0	44.458	11	11	45	11	1217	135.5	5.26	33.52	11				Pf03178, Pf10433	23450	ENSG00000189091	SF3B3	"hsa:23450; Q15393; Q6NTI8; Q96GC0; Q9BPY2; Q9UFX7; Q9UJ29"	mRNA processing	"mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway"	3	0	185.4	208.3	214.3	112.4	124.4	134.6	54	42.3	50.1	20.9	31	22.2	8222168.591	9237254.443	9499635.463	4983596.859	5515719.141	5966682.087	2395262.906	1876411.79	2221046.142	926957.8279	1374988.986	985715.7775	5362306.859	7230048.211	6613394.328	4001552	4458967.211	5340865.063	2395262.906	1555876.34	1879095.309	826522.0254	1197336.168	972995.1406	High	High	High	High	High	High	High	Peak Found	High	High	High	High	1	
FALSE	High	Master Protein	Q2FIM5	ATP-dependent Clp protease proteolytic subunit OS=Staphylococcus aureus (strain USA300) OX=367830 GN=clpP PE=3 SV=1	0	44.455	58	7	131	7	195	21.5	5.26	147.43	7				Pf00574	66839059	SAUSA300_0752	clpP	"Q2FIM5; saa:SAUSA300_0752"			0	0	77.8	83.7	80.3	90.4	96.3	90.7	110.9	120.2	107.4	114.6	110.9	117.1	49943102.83	53719660.12	51558639.15	58039128.54	61810950.85	58213833.75	71221345.63	77166117.26	68949800.01	73605154.07	71185438.99	75178282.97	32571728.48	42046663.86	35893757.51	46602202.67	49968643.45	52108060.45	71221345.63	63984321.95	58334333.22	65630041.83	61988060.71	74208109.15	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q92945	Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4	0	44.437	23	13	51	12	711	73.1	7.3	38.17	13				Pf00013, Pf09005	8570	ENSG00000088247	KHSRP	"hsa:8570; O00301; Q59EZ9; Q5U4P6; Q92945; Q9UNT5; Q9UQH5"	Pre-implantation embryo	"ATF4 activates genes in response to endoplasmic reticulum  stress; KSRP (KHSRP) binds and destabilizes mRNA"	3	0	194.6	169.4	197	151.8	117.8	114.4	57.8	57.4	52.7	33.5	18.8	34.7	8482218.281	7384576.254	8586756.012	6617173.3	5133751.873	4988226.988	2520018.402	2502615.563	2298732.874	1458854.942	818595.9116	1511005.022	5531905.211	5779947.133	5977871.859	5313223.32	4150180.727	4465035.484	2520018.402	2075109.719	1944821.441	1300788.132	712830.7949	1491505.541	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q2FKP1	50S ribosomal protein L9 OS=Staphylococcus aureus (strain USA300) OX=367830 GN=rplI PE=3 SV=1	0	44.359	51	8	143	8	148	16.4	9.38	166.67	8				Pf01281, Pf03948		SAUSA300_0015	rplI	"Q2FKP1; saa:SAUSA300_0015"			0	0	78.6	83.7	82.9	94.3	92.2	89	115.6	108.6	105.3	125.2	117.3	107.4	54109530.26	57647989.5	57082430.87	64924108.38	63514886.22	61283438.96	79638001.37	74777618.5	72503490.37	86247408.01	80760608.62	73939346.04	35288975.41	45121388.17	39739274.84	52130459.8	51346123.3	54855709.3	79638001.37	62003835.19	61340899.7	76902508.62	70326088.89	72985160.67	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	A0A0H2XF86	Molybdopterin molybdenumtransferase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=moeA PE=3 SV=1	0	44.323	33	10	56	10	419	45	5.77	46.58	10				Pf00994, Pf03453, Pf03454		SAUSA300_2224	moeA	"A0A0H2XF86; saa:SAUSA300_2224"			0	0	68.6	72.5	71.6	102.2	88.1	95.2	138.1	111.1	102.5	116.7	107.8	125.7	5397863.479	5705051.013	5634367.217	8042953.974	6929308.918	7486112.807	10866535.28	8739811.989	8060214.567	9177639.813	8476828.874	9888781.132	3520360.844	4465373.789	3922497.063	6458046.16	5601728.527	6700929.891	10866535.28	7246845.688	6819269.125	8183243.313	7381596.438	9761166.664	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	A0A0H2XJ82	Glutamyl-aminopeptidase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_1691 PE=3 SV=1	0	44.321	30	6	72	6	358	39.8	5.49	107.03	6				Pf05343		SAUSA300_1691		"A0A0H2XJ82; saa:SAUSA300_1691"			0	0	76.1	75	72.4	88.3	96.4	96.5	116	114.9	111.7	115	120.5	117.2	12541973.94	12351120.12	11922857.86	14544551.2	15887177.55	15891168.69	19109954	18929368.15	18403310.82	18949927.69	19852084.48	19304404.06	8179583.297	9667287.449	8300377.508	11678468.3	12843366.74	14224419.27	19109954	15695785	15569948.95	16896704.63	17287133.93	19055281.22	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q15233	Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4	0	44.255	26	12	72	11	471	54.2	8.95	81.48	12				Pf00076, Pf08075	4841	ENSG00000147140	NONO	"B7Z4C2; D3DVV4; F5GYZ3; hsa:4841; O00201; P30807; Q12786; Q15233; Q9BQC5"	mRNA processing		1	0	203.4	202.7	195.9	116.9	115.9	119.7	55.1	52.8	53.1	28.3	30	26.4	27938366.09	27842076.37	26908880.35	16064859.21	15918319.07	16447943.56	7563899.113	7250058.211	7293926.692	3887679.382	4116057.115	3629152.131	18220751.67	21792141.34	18733249.02	12899191.35	12868541.88	14722796.66	7563899.113	6011577.039	6170958.438	3466449.648	3584249.84	3582318.016	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P54652	Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1	0	44.223	20	12	95	5	639	70	5.74	152.67	12				Pf00012	3306	ENSG00000126803	HSPA2	"hsa:3306; P54652; Q15508; Q53XM3; Q9UE78"	"Parkin-ubiquitin proteasomal system pathway; MAPK signaling pathway; Measles virus infection; 7q11.23 copy number variation syndrome; Urotensin-II-mediated signaling pathway"	"HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; Meiotic synapsis; Regulation of HSF1-mediated heat shock response; Attenuation phase"	9	0	200.6	200	214.4	120.8	126.2	115.1	51	49.8	48.4	28.7	22.8	22.3	2428584.694	2422203.131	2595695.691	1462448.781	1528054.465	1394027.121	618042.6094	602485.3619	586069.4213	347439.1512	276279.2886	269455.5909	1583866.375	1895871.281	1807054.516	1174265.297	1235295.813	1247814.219	618042.6094	499566.6328	495838.5508	309794.1484	240583.1523	265978.2734	High	High	High	High	High	High	High	Peak Found	High	High	High	Peak Found	1	
FALSE	High	Master Protein	A0A0H2XJU5	2-dehydropantoate 2-reductase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=panE PE=3 SV=1	0	44.215	37	7	72	7	311	34.4	5.14	68.19	7				Pf02558, Pf08546		SAUSA300_2388	panE	"A0A0H2XJU5; saa:SAUSA300_2388"			0	0	73.3	70.8	75.3	69.1	113.6	88.6	108	125.2	115.3	116.7	114.9	129.1	3767620.288	3638868.523	3866960.504	3550284.391	5833628.18	4551305.486	5549883.063	6428555.572	5924897.772	5992770.753	5902134.695	6631062.568	2457154.203	2848161.758	2692075.371	2850681.547	4715968.328	4073940.609	5549883.063	5330406.453	5012704.328	5343454.547	5139560.688	6545488.875	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P31939	Bifunctional purine biosynthesis protein ATIC OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3	0	44.199	31	12	63	12	592	64.6	6.71	36.44	12				Pf01808, Pf02142	471	ENSG00000138363	ATIC	"A8K202; E9PBU3; hsa:471; P31939; Q13856; Q53S28"	One-carbon metabolism	"Signaling by ALK fusions and activated point mutants; Purine ribonucleoside monophosphate biosynthesis"	3	0	202.6	192.2	199.5	129.2	119.5	115.6	56	52.6	51.2	29.3	26.7	25.6	8102433.261	7688969.996	7978418.815	5165987.886	4780015.687	4622061.669	2241282.844	2104396.29	2049464.421	1172922.742	1069375.082	1022216.916	5284218.266	6018197.734	5554363.633	4148001.883	3864216.555	4137275.512	2241282.844	1744915.703	1733930.199	1045836.662	931208.5234	1009025.232	High	High	High	High	High	High	High	High	High	High	Peak Found	Peak Found	1	
FALSE	High	Master Protein	A0A0H2XGZ8	UvrABC system protein B OS=Staphylococcus aureus (strain USA300) OX=367830 GN=uvrB PE=3 SV=1	0	44.189	20	13	55	13	661	76.6	5.4	44.45	13				Pf00271, Pf02151, Pf04851, Pf12344, Pf17757		SAUSA300_0741	uvrB	"A0A0H2XGZ8; saa:SAUSA300_0741"			0	0	75.9	70.1	81.5	92.5	88.2	97.6	109.7	113.9	113.1	125.7	113.7	118.1	3865577.694	3568643.793	4151238.356	4709165.213	4492767.757	4969465.295	5587278.57	5798202.431	5758514.051	6403983.914	5791972.851	6016683.775	2521039.742	2793196.488	2889982.074	3781198.602	3632002.211	4448241.617	5587278.57	4807732.516	4871936.938	5710112.797	5043632.094	5939038.625	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q2FEX4	Mannitol-1-phosphate 5-dehydrogenase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=mtlD PE=3 SV=1	0	44.03	32	9	96	9	368	40.9	5.05	83.41	9				Pf01232, Pf08125		SAUSA300_2108	mtlD	"Q2FEX4; saa:SAUSA300_2108"			0	0	66.1	73	71.4	84.6	90.6	90.1	116.6	122.1	119	115	125.7	126	10750791.07	11869218.71	11614048.48	13753255.64	14728546.18	14647301.41	18952924.85	19848029.06	19348404.71	18699127.91	20432685.03	20480867.77	7011415.547	9290100.648	8085392.609	11043101.84	11906716.57	13111015.34	18952924.85	16457516.93	16369536.78	16673078.98	17792719.1	20216562.7	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9Y678	Coatomer subunit gamma-1 OS=Homo sapiens OX=9606 GN=COPG1 PE=1 SV=1	0	43.987	18	13	46	10	874	97.7	5.47	31.72	13				Pf01602, Pf08752, Pf16381	22820	ENSG00000181789	COPG1	"A8K6M8; B3KMF6; hsa:22820; Q54AC4; Q9Y678"	VEGFA-VEGFR2 signaling	"COPI-dependent Golgi-to-ER retrograde traffic; COPI-mediated anterograde transport"	3	3	84.7	97.4	94.7	100.1	93	102.7	114.2	101.4	110.5	103.7	98.2	99.5	27022824.32	31061587.28	30212709.79	31927183.44	29656906.51	32755844.83	36436765.04	32354032.31	35243652.44	33069283.95	31341767.81	31749331.39	17623656.66	24312069.67	21033287.47	25635758.34	23974965.06	29320239.41	36436765.04	26827199.46	29817562.42	29486229.82	27292314.74	31339607.08	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q2FEA6	Oxygen regulatory protein NreC OS=Staphylococcus aureus (strain USA300) OX=367830 GN=nreC PE=3 SV=1	0	43.838	53	8	66	8	217	24.4	5.68	84.72	8				Pf00072, Pf00196		SAUSA300_2337	nreC	"Q2FEA6; saa:SAUSA300_2337"			0	0	88.6	81.1	84.4	97.7	96.1	93.4	106	110	108.6	112.7	109.7	111.7	7858764.351	7191716.645	7483010.658	8663535.321	8521656.153	8279112.072	9396438.438	9752810.044	9625349.037	9989171.902	9729885.355	9906471.068	5125303.078	5628994.891	5209473.609	6956338.578	6888999.313	7410755.219	9396438.438	8086799.75	8143436.5	8906845.969	8472754.156	9778628.313	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q92598	Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1	0	43.629	21	13	61	13	858	96.8	5.39	20.62	13				Pf00012	10808	ENSG00000120694	HSPH1	"B4DYH1; hsa:10808; O95739; Q5TBM6; Q5TBM7; Q5TBM8; Q92598; Q9UPC4"		"Regulation of HSF1-mediated heat shock response; Scavenging by Class F Receptors"	2	0	211.7	195.8	227.8	127.1	111.6	129.5	35.4	41.6	38.4	26.1	29.7	25.3	6694857.901	6190376.254	7201924.511	4017608.068	3529574.895	4094283.92	1118513.629	1316465.732	1215430.867	824504.1878	938065.7994	801351.1643	4366230.398	4845240.438	5013788.887	3225916.553	2853346.648	3664853.871	1118513.629	1091582.293	1028303.914	735169.2285	816864.8047	791009.748	High	High	High	High	High	High	High	High	High	Peak Found	High	High	1	
FALSE	High	Master Protein	A0A0H2XH76	Uncharacterized protein OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_0373 PE=4 SV=1	0	43.623	61	4	94	4	87	10.8	5.88	188.37	4					66838681	SAUSA300_0373		"A0A0H2XH76; saa:SAUSA300_0373"			0	0	72	66	77.4	95.3	79.6	92.3	109	116.5	118.2	120.4	122.7	130.6	11865502.83	10879681.56	12750508.27	15703814.35	13117371.76	15217875.08	17961848.2	19191822.88	19483533.24	19850539.2	20224579.63	21521496.15	7738404.594	8515584.656	8876565.781	12609292.34	10604225.68	13621744.23	17961848.2	15913406.27	16483861.02	17699734.95	17611501.56	21243761.8	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	A0A0H2XHQ0	Putative transcriptional regulator OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_2259 PE=3 SV=1	0	43.611	37	8	62	8	307	33.8	8.22	80.04	8				Pf03816		SAUSA300_2259		"A0A0H2XHQ0; saa:SAUSA300_2259"			0	0	93.7	69.5	74.7	100.8	90.1	88.5	97.2	123.1	97.4	115.5	107.9	141.3	6642627.245	4926377.556	5293499.383	7143671.559	6386890.754	6271570.271	6885624.563	8725796.481	6902603.996	8186312.417	7648098.475	10013477.02	4332166.781	3855901.93	3685193.914	5735972.234	5163231.797	5613774.969	6885624.563	7235224.359	5839883.531	7299326.156	6659940.563	9884253.359	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q2FHK0	30S ribosomal protein S16 OS=Staphylococcus aureus (strain USA300) OX=367830 GN=rpsP PE=3 SV=1	0	43.603	53	4	130	4	91	10.2	9.92	226.59	4				Pf00886	66839430	SAUSA300_1131	rpsP	"Q2FHK0; saa:SAUSA300_1131"			0	0	73.1	77.5	78.1	105.1	95.8	95.4	111.6	108.3	120.3	114.1	104.7	115.8	256700485.3	272296127.3	274431088.6	368923938.2	336407683.1	335160933.6	392031414.9	380285450.5	422549949.5	400811674.8	367591359.9	406809756.1	167414077.9	213127628	191051647.4	296225470.2	271955621.8	300007490.6	392031414.9	315323714.1	357494431.5	357383763.6	320097422.4	401559886.6	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q2FHF2	Ribonuclease Y OS=Staphylococcus aureus (strain USA300) OX=367830 GN=rny PE=3 SV=1	0	43.597	26	10	101	10	519	58.5	5.27	51.79	10				Pf00013, Pf01966, Pf12072		SAUSA300_1179	rny	"Q2FHF2; saa:SAUSA300_1179"			0	0	78.3	76.9	75.3	92.2	92.6	91.2	112	111.5	115.5	122.2	118.6	113.7	13053083.82	12832960.67	12555491.24	15371883.43	15442069.32	15211868.28	18675867.22	18601548.87	19270850.84	20388114	19774548.07	18965802.13	8512917.258	10044426.61	8740800.094	12342770.22	12483536.42	13616367.46	18675867.22	15423965	16303923.06	18179063.56	17219615.47	18721048.94	High	High	High	High	High	High	High	High	High	High	High	High	1	
